device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,inter_gaze_origin_validity,index,window_1,window_2,selected_eye,inter_gaze_point_on_display_area,inter_gaze_origin_validity,inter_gaze_origin_in_trackbox_coordinate_system,inter_gaze_origin_in_user_coordinate_system
361131460438,361113317608,"(0.8519426584243774, 0.7753459215164185)","(183.58291625976562, 76.23706817626953, 17.106246948242188)",1,5.1646270751953125,1,"(-103.67694854736328, -87.6010971069336, 689.7496337890625)","(0.6984358429908752, 0.6711148619651794, 0.5620731711387634)",1,"(0.8514648079872131, 0.7560452818870544)","(183.33616638183594, 82.08931732177734, 19.23631477355957)",1,5.1814117431640625,1,"(-41.21489715576172, -87.0286865234375, 691.6939697265625)","(0.5758005380630493, 0.6693881750106812, 0.5521849393844604)",1,0,162,160,164,left,,0,,
361131464438,361113321609,"(0.8532922863960266, 0.7745985388755798)","(184.27967834472656, 76.46368408203125, 17.188749313354492)",1,5.17364501953125,1,"(-103.67819213867188, -87.5986328125, 689.73486328125)","(0.6984419822692871, 0.6711132526397705, 0.5620414614677429)",1,"(0.848508358001709, 0.7544211149215698)","(181.80984497070312, 82.58180236816406, 19.4155216217041)",1,5.1786346435546875,1,"(-41.21239471435547, -87.03023529052734, 691.7081298828125)","(0.5757942199707031, 0.6693882346153259, 0.5522154569625854)",1,0,163,161,165,left,,0,,
361131468438,361113325609,"(0.8505545258522034, 0.773779034614563)","(182.86622619628906, 76.7121810913086, 17.27920913696289)",1,5.184600830078125,1,"(-103.68341064453125, -87.60200500488281, 689.760986328125)","(0.6984456777572632, 0.6711142063140869, 0.5620996952056885)",1,"(0.8532188534736633, 0.7533578872680664)","(184.2417449951172, 82.9041748046875, 19.53282928466797)",1,5.196624755859375,1,"(-41.208335876464844, -87.0283432006836, 691.6952514648438)","(0.5757876038551331, 0.6693872809410095, 0.5521866679191589)",1,0,164,162,166,left,,0,,
361131472438,361113329609,"(0.8512207269668579, 0.7729161977767944)","(183.21018981933594, 76.97382354736328, 17.374359130859375)",1,5.1952667236328125,1,"(-103.68196868896484, -87.60685729980469, 689.7613525390625)","(0.698442816734314, 0.6711236238479614, 0.5621011257171631)",1,"(0.8509425520896912, 0.7563818097114563)","(183.06655883789062, 81.98728942871094, 19.19911766052246)",1,5.175872802734375,1,"(-41.20490264892578, -87.02346801757812, 691.6033325195312)","(0.5757900476455688, 0.6693973541259766, 0.551986813545227)",1,0,165,163,167,left,,0,,
361131476438,361113333609,"(0.8559005856513977, 0.7804065942764282)","(185.62628173828125, 74.7026138305664, 16.54773712158203)",1,5.162506103515625,1,"(-103.68458557128906, -87.61256408691406, 689.7467041015625)","(0.6984516382217407, 0.6711380481719971, 0.5620720982551575)",1,"(0.8526058793067932, 0.7541499733924866)","(183.92529296875, 82.66399383544922, 19.44546890258789)",1,5.1704864501953125,1,"(-41.199195861816406, -87.02498626708984, 691.5636596679688)","(0.5757828950881958, 0.6694087982177734, 0.5519008636474609)",1,0,166,164,168,left,,0,,
361131480438,361113337610,"(0.8531078100204468, 0.7815309166908264)","(184.1844024658203, 74.36170959472656, 16.423648834228516)",1,5.18975830078125,1,"(-103.68585205078125, -87.61260223388672, 689.73193359375)","(0.6984578967094421, 0.6711413264274597, 0.5620409250259399)",1,"(0.8487988114356995, 0.7564449310302734)","(181.95977783203125, 81.96815490722656, 19.192148208618164)",1,5.1857452392578125,1,"(-41.19648742675781, -87.02259826660156, 691.551025390625)","(0.5757788419723511, 0.6694068908691406, 0.551872730255127)",1,0,167,165,169,left,,0,,
361131484438,361113341610,"(0.8523792624473572, 0.7743006348609924)","(183.80828857421875, 76.55404663085938, 17.221593856811523)",1,5.187835693359375,1,"(-103.68325805664062, -87.60618591308594, 689.7054443359375)","(0.6984594464302063, 0.6711344718933105, 0.5619819760322571)",1,"(0.8479418754577637, 0.7564556002616882)","(181.51736450195312, 81.96490478515625, 19.190996170043945)",1,5.20501708984375,1,"(-41.19507598876953, -87.0189437866211, 691.5374145507812)","(0.5757774710655212, 0.6694025993347168, 0.5518423318862915)",1,0,168,166,170,left,,0,,
361131488438,361113345610,"(0.8573181629180908, 0.7751359343528748)","(186.358154296875, 76.3007583618164, 17.12940216064453)",1,5.1727294921875,1,"(-103.68177032470703, -87.60177612304688, 689.6641235351562)","(0.698466956615448, 0.6711347699165344, 0.561892032623291)",1,"(0.8522566556930542, 0.7582582831382751)","(183.74501037597656, 81.4183120727539, 18.99201202392578)",1,5.162353515625,1,"(-41.1965446472168, -87.01954650878906, 691.5505981445312)","(0.5757789611816406, 0.6694009900093079, 0.551871120929718)",1,0,169,167,171,left,,0,,
361131492438,361113349611,"(0.854376494884491, 0.7758059501647949)","(184.8394317626953, 76.09756469726562, 17.055490493774414)",1,5.177642822265625,1,"(-103.68314361572266, -87.60348510742188, 689.66455078125)","(0.6984695196151733, 0.6711381077766418, 0.5618937611579895)",1,"(0.8487603068351746, 0.7560087442398071)","(181.9398956298828, 82.10041046142578, 19.240327835083008)",1,5.1632232666015625,1,"(-41.191864013671875, -87.01295471191406, 691.4856567382812)","(0.5757763385772705, 0.6694019436836243, 0.5517289042472839)",1,0,170,168,172,left,,0,,
361131496438,361113353611,"(0.8520103693008423, 0.7807977199554443)","(183.61782836914062, 74.5840072631836, 16.504615783691406)",1,5.2194976806640625,1,"(-103.69076538085938, -87.60389709472656, 689.7014770507812)","(0.698475182056427, 0.671130895614624, 0.561975359916687)",1,"(0.8530578017234802, 0.7549964785575867)","(184.1586151123047, 82.40731811523438, 19.3520450592041)",1,5.17645263671875,1,"(-41.19168472290039, -87.01013946533203, 691.458251953125)","(0.5757787823677063, 0.6694023013114929, 0.5516690611839294)",1,0,171,169,173,left,,0,,
361131500438,361113357611,"(0.8533640503883362, 0.7808707356452942)","(184.3167266845703, 74.56188201904297, 16.49651336669922)",1,5.21368408203125,1,"(-103.68434143066406, -87.59420776367188, 689.6497802734375)","(0.6984755992889404, 0.6711230278015137, 0.5618604421615601)",1,"(0.8534705638885498, 0.7594084739685059)","(184.3717041015625, 81.0695571899414, 18.8651065826416)",1,5.18304443359375,1,"(-41.187171936035156, -87.001953125, 691.41845703125)","(0.5757738351821899, 0.6693947315216064, 0.5515806674957275)",1,0,172,170,174,left,,0,,
361131504438,361113361612,"(0.8618333339691162, 0.772863507270813)","(188.6892547607422, 76.98978424072266, 17.380170822143555)",1,5.1519012451171875,1,"(-103.68557739257812, -87.59043884277344, 689.6351318359375)","(0.6984817385673523, 0.6711187362670898, 0.56182861328125)",1,"(0.8503847122192383, 0.7573431730270386)","(182.7785186767578, 81.69580078125, 19.093013763427734)",1,5.1841888427734375,1,"(-41.18562316894531, -86.99742889404297, 691.3923950195312)","(0.5757734775543213, 0.6693914532661438, 0.5515232086181641)",1,0,173,171,175,left,,0,,
361131508438,361113365612,"(0.8532453179359436, 0.7797354459762573)","(184.25543212890625, 74.9061050415039, 16.621829986572266)",1,5.182373046875,1,"(-103.69343566894531, -87.59449768066406, 689.6882934570312)","(0.6984838247299194, 0.6711152195930481, 0.5619457960128784)",1,"(0.8518919348716736, 0.7552990317344666)","(183.55673217773438, 82.31559753417969, 19.31863021850586)",1,5.1624603271484375,1,"(-41.185340881347656, -86.99225616455078, 691.3663330078125)","(0.5757755041122437, 0.6693868637084961, 0.551465630531311)",1,0,174,172,176,left,,0,,
361131512438,361113369612,"(0.8556142449378967, 0.7765936851501465)","(185.47845458984375, 75.8587417602539, 16.968528747558594)",1,5.1988067626953125,1,"(-103.69098663330078, -87.58631896972656, 689.6486206054688)","(0.6984890103340149, 0.6711077690124512, 0.5618581771850586)",1,"(0.8535397052764893, 0.753230094909668)","(184.4074249267578, 82.9428939819336, 19.546985626220703)",1,5.1705474853515625,1,"(-41.18259811401367, -86.98562622070312, 691.3529052734375)","(0.5757715106010437, 0.669376790523529, 0.5514348745346069)",1,0,175,173,177,left,,0,,
361131516438,361113373612,"(0.858745276927948, 0.7719203233718872)","(187.09494018554688, 77.27577209472656, 17.484323501586914)",1,5.1773681640625,1,"(-103.68075561523438, -87.572509765625, 689.5701904296875)","(0.698488712310791, 0.6710976362228394, 0.5616840124130249)",1,"(0.8513349890708923, 0.7531625628471375)","(183.2691650390625, 82.9634017944336, 19.554426193237305)",1,5.1761474609375,1,"(-41.178253173828125, -86.97737121582031, 691.3137817382812)","(0.5757668614387512, 0.6693689823150635, 0.5513479709625244)",1,0,176,174,178,left,,0,,
361131520438,361113377613,"(0.8556596636772156, 0.7830130457878113)","(185.50189208984375, 73.91230010986328, 16.260086059570312)",1,5.1815338134765625,1,"(-103.69367980957031, -87.58020782470703, 689.6490478515625)","(0.6984941959381104, 0.6710956692695618, 0.5618584752082825)",1,"(0.8536867499351501, 0.7503558397293091)","(184.4833221435547, 83.81442260742188, 19.864198684692383)",1,5.1501922607421875,1,"(-41.18567657470703, -86.98633575439453, 691.4051513671875)","(0.5757722854614258, 0.6693670749664307, 0.5515480637550354)",1,0,177,175,179,left,,0,,
361131524438,361113381613,"(0.8619090914726257, 0.7830873727798462)","(188.72836303710938, 73.88973999023438, 16.25188636779785)",1,5.1757354736328125,1,"(-103.69105529785156, -87.57804107666016, 689.6353149414062)","(0.6984924674034119, 0.6710943579673767, 0.5618278384208679)",1,"(0.8494073152542114, 0.753294050693512)","(182.27394104003906, 82.92351531982422, 19.539905548095703)",1,5.1674041748046875,1,"(-41.179718017578125, -86.9770278930664, 691.3397827148438)","(0.5757671594619751, 0.6693627834320068, 0.5514041781425476)",1,0,178,176,180,left,,0,,
361131528438,361113385613,"(0.8547512888908386, 0.7824047803878784)","(185.0329132080078, 74.09674072265625, 16.327247619628906)",1,5.2022247314453125,1,"(-103.6743392944336, -87.56462097167969, 689.587158203125)","(0.69847172498703, 0.6710784435272217, 0.5617164969444275)",1,"(0.8511090874671936, 0.7482303977012634)","(183.1525115966797, 84.45892333984375, 20.098682403564453)",1,5.174591064453125,1,"(-41.175209045410156, -86.9594497680664, 691.2734375)","(0.5757648944854736, 0.669342577457428, 0.5512562394142151)",1,0,179,177,181,left,,0,,
361131532438,361113389614,"(0.8575475811958313, 0.7683653235435486)","(186.47657775878906, 78.35369873046875, 17.876617431640625)",1,5.226287841796875,1,"(-103.66165924072266, -87.55780029296875, 689.6202392578125)","(0.6984384059906006, 0.6710577607154846, 0.5617815256118774)",1,"(0.8549721837043762, 0.7476133108139038)","(185.14694213867188, 84.64603424072266, 20.166767120361328)",1,5.196624755859375,1,"(-41.17949295043945, -86.95117950439453, 691.3930053710938)","(0.5757613182067871, 0.6693008542060852, 0.5515127182006836)",1,0,180,178,182,left,,0,,
361131536438,361113393614,"(0.8627156019210815, 0.7508108019828796)","(189.14474487304688, 83.676513671875, 19.813940048217773)",1,5.1914825439453125,1,"(-103.64801788330078, -87.54098510742188, 689.6553955078125)","(0.6984025835990906, 0.671017050743103, 0.5618482232093811)",1,"(0.8573281764984131, 0.7313247323036194)","(186.36329650878906, 89.5849609375, 21.964496612548828)",1,5.190704345703125,1,"(-41.17850112915039, -86.95986938476562, 691.5797119140625)","(0.5757408738136292, 0.6692780256271362, 0.5519174337387085)",1,0,181,179,183,left,,0,,
361131540438,361113397614,"(0.8654972910881042, 0.7279933094978333)","(190.58087158203125, 90.59510040283203, 22.33211326599121)",1,5.2137603759765625,1,"(-103.66305541992188, -87.54094696044922, 689.859619140625)","(0.6983805894851685, 0.6709725856781006, 0.5622897148132324)",1,"(0.8669870495796204, 0.7122904062271118)","(191.3500213623047, 95.3564682006836, 24.0650577545166)",1,5.19873046875,1,"(-41.18824005126953, -86.93373107910156, 691.5657958984375)","(0.5757611393928528, 0.6692299246788025, 0.5518825650215149)",1,0,182,180,184,left,,0,,
361131544438,361113401615,"(0.8677188158035278, 0.712790310382843)","(191.72779846191406, 95.20487213134766, 24.009933471679688)",1,5.1611785888671875,1,"(-103.652099609375, -87.53439331054688, 689.9600830078125)","(0.6983336806297302, 0.6709379553794861, 0.5624993443489075)",1,"(0.8642774224281311, 0.7020595073699951)","(189.95103454589844, 98.45861053466797, 25.19420623779297)",1,5.1871795654296875,1,"(-41.17829513549805, -86.89763641357422, 691.5130004882812)","(0.5757469534873962, 0.6691706776618958, 0.551758885383606)",1,0,183,181,185,left,,0,,
361131548438,361113405614,"(0.8714828491210938, 0.6999982595443726)","(193.67108154296875, 99.08361053466797, 25.42168617248535)",1,5.19122314453125,1,"(-103.639404296875, -87.52198791503906, 690.0309448242188)","(0.6982907652854919, 0.6708981394767761, 0.562643826007843)",1,"(0.866366446018219, 0.6958327293395996)","(191.0295867919922, 100.34666442871094, 25.881397247314453)",1,5.199676513671875,1,"(-41.17637634277344, -86.88247680664062, 691.5804443359375)","(0.5757364630699158, 0.6691266298294067, 0.5519005656242371)",1,0,184,182,186,left,,0,,
361131552438,361113409614,"(0.8798105716705322, 0.7037032246589661)","(197.9705047607422, 97.960205078125, 25.012784957885742)",1,5.242401123046875,1,"(-103.61488342285156, -87.50826263427734, 689.9415283203125)","(0.6982650756835938, 0.6708904504776001, 0.5624416470527649)",1,"(0.8641784191131592, 0.6932855248451233)","(189.89991760253906, 101.1190185546875, 26.16251564025879)",1,5.1859893798828125,1,"(-41.169273376464844, -86.87391662597656, 691.5278930664062)","(0.5757278800010681, 0.6691210269927979, 0.5517842173576355)",1,0,185,183,187,left,,0,,
361131556438,361113413613,"(0.8754008412361145, 0.7017136812210083)","(195.69384765625, 98.56346893310547, 25.232398986816406)",1,5.2235870361328125,1,"(-103.60054016113281, -87.5053482055664, 689.9044189453125)","(0.6982461214065552, 0.6708927154541016, 0.5623571276664734)",1,"(0.8678767085075378, 0.6900044083595276)","(191.809326171875, 102.11387634277344, 26.524690628051758)",1,5.189727783203125,1,"(-41.16710662841797, -86.88338470458984, 691.5687255859375)","(0.5757195949554443, 0.6691308617591858, 0.5518743395805359)",1,0,186,184,188,left,,0,,
361131560438,361113417613,"(0.8793249130249023, 0.6953427195549011)","(197.71975708007812, 100.49523162841797, 25.935453414916992)",1,5.213287353515625,1,"(-103.59573364257812, -87.5059814453125, 689.920654296875)","(0.6982325911521912, 0.6708904504776001, 0.5623903870582581)",1,"(0.8653180599212646, 0.6932458281517029)","(190.48831176757812, 101.13102722167969, 26.166927337646484)",1,5.1741485595703125,1,"(-41.15864181518555, -86.87413024902344, 691.5037231445312)","(0.5757095217704773, 0.669126570224762, 0.5517308712005615)",1,0,187,185,189,left,,0,,
361131564438,361113421613,"(0.8784801959991455, 0.6991192102432251)","(197.2836456298828, 99.3501205444336, 25.51869773864746)",1,5.2188873291015625,1,"(-103.59041595458984, -87.50358581542969, 689.9080810546875)","(0.6982253193855286, 0.6708884835243225, 0.5623613595962524)",1,"(0.8651489615440369, 0.6884580850601196)","(190.40103149414062, 102.58274841308594, 26.695308685302734)",1,5.1804962158203125,1,"(-41.15583038330078, -86.87324523925781, 691.490966796875)","(0.575705349445343, 0.6691275835037231, 0.5517027378082275)",1,0,188,186,190,left,,0,,
361131568436,361113425610,"(0.8772697448730469, 0.7016409039497375)","(196.65870666503906, 98.58552551269531, 25.24042510986328)",1,5.2288665771484375,1,"(-103.59199523925781, -87.51373291015625, 689.9092407226562)","(0.698228120803833, 0.6709081530570984, 0.5623666644096375)",1,"(0.8656155467033386, 0.6922726035118103)","(190.6418914794922, 101.42613983154297, 26.27431297302246)",1,5.1801910400390625,1,"(-41.150482177734375, -86.88809204101562, 691.4788818359375)","(0.5756961703300476, 0.6691591143608093, 0.5516795516014099)",1,0,189,187,191,left,,0,,
361131572436,361113429610,"(0.8798312544822693, 0.6939465999603271)","(197.9811553955078, 100.91859436035156, 26.08949851989746)",1,5.1953582763671875,1,"(-103.58832550048828, -87.52993774414062, 689.8974609375)","(0.698223888874054, 0.670942485332489, 0.5623440742492676)",1,"(0.8668249845504761, 0.6888786554336548)","(191.26632690429688, 102.45523071289062, 26.64883804321289)",1,5.1815338134765625,1,"(-41.13946533203125, -86.90656280517578, 691.4265747070312)","(0.5756799578666687, 0.6692063808441162, 0.5515696406364441)",1,0,190,188,192,left,,0,,
361131576436,361113433609,"(0.8779746890068054, 0.7041755318641663)","(197.022705078125, 97.8170166015625, 24.960670471191406)",1,5.2072601318359375,1,"(-103.59490966796875, -87.54478454589844, 689.9235229492188)","(0.6982303261756897, 0.6709660887718201, 0.562405526638031)",1,"(0.8646359443664551, 0.6930767297744751)","(190.13613891601562, 101.18232727050781, 26.185527801513672)",1,5.1812591552734375,1,"(-41.132896423339844, -86.92108917236328, 691.4269409179688)","(0.5756670832633972, 0.6692346930503845, 0.5515729784965515)",1,0,191,189,193,left,,0,,
361131580436,361113437609,"(0.8774967789649963, 0.705173909664154)","(196.7759246826172, 97.5142593383789, 24.850509643554688)",1,5.197509765625,1,"(-103.59368896484375, -87.5440673828125, 689.9110717773438)","(0.6982311010360718, 0.6709674000740051, 0.5623783469200134)",1,"(0.8659786581993103, 0.6913651823997498)","(190.8293914794922, 101.7012939453125, 26.374462127685547)",1,5.1656341552734375,1,"(-41.12334442138672, -86.91683959960938, 691.3756103515625)","(0.575653612613678, 0.6692373156547546, 0.5514599084854126)",1,0,192,190,194,left,,0,,
361131584436,361113441608,"(0.8774593472480774, 0.7041788697242737)","(196.75662231445312, 97.81598663330078, 24.9603328704834)",1,5.2043914794921875,1,"(-103.60267639160156, -87.54739379882812, 689.96240234375)","(0.698235809803009, 0.6709628105163574, 0.5624916553497314)",1,"(0.8664716482162476, 0.6935394406318665)","(191.0839080810547, 101.0419921875, 26.134506225585938)",1,5.1822967529296875,1,"(-41.12096405029297, -86.91779327392578, 691.4151611328125)","(0.5756450295448303, 0.6692306399345398, 0.551545262336731)",1,0,193,191,195,left,,0,,
361131588436,361113445608,"(0.8766595721244812, 0.7037578225135803)","(196.34371948242188, 97.94365692138672, 25.00677490234375)",1,5.2020111083984375,1,"(-103.59996795654297, -87.55226135253906, 689.94921875)","(0.6982338428497314, 0.6709752678871155, 0.5624637603759766)",1,"(0.8660430312156677, 0.6944451332092285)","(190.8625946044922, 100.76739501953125, 26.034564971923828)",1,5.208099365234375,1,"(-41.11722183227539, -86.92692565917969, 691.4161376953125)","(0.5756376385688782, 0.6692482829093933, 0.5515490770339966)",1,0,194,192,196,left,,0,,
361131592436,361113449608,"(0.8765503168106079, 0.7018563747406006)","(196.287353515625, 98.52021026611328, 25.21662712097168)",1,5.2124786376953125,1,"(-103.5960693359375, -87.56144714355469, 689.9360961914062)","(0.6982294321060181, 0.6709961295127869, 0.562436580657959)",1,"(0.8660374879837036, 0.6951093077659607)","(190.8597412109375, 100.56602478027344, 25.96122932434082)",1,5.1868133544921875,1,"(-41.11164855957031, -86.93264770507812, 691.377197265625)","(0.5756306648254395, 0.6692677736282349, 0.551465630531311)",1,0,195,193,197,left,,0,,
361131596436,361113453607,"(0.8854857087135315, 0.6938939094543457)","(200.9004669189453, 100.9345703125, 26.09532356262207)",1,5.2068023681640625,1,"(-103.5960693359375, -87.56294250488281, 689.9360961914062)","(0.6982294321060181, 0.6709991097450256, 0.5624369978904724)",1,"(0.8638203740119934, 0.6957926750183105)","(189.71511840820312, 100.3587875366211, 25.88585662841797)",1,5.2004852294921875,1,"(-41.10898971557617, -86.93484497070312, 691.37744140625)","(0.5756254196166992, 0.6692720651626587, 0.5514662861824036)",1,0,196,194,198,left,,0,,
361131600436,361113457607,"(0.8784953951835632, 0.7005477547645569)","(197.29150390625, 98.91699981689453, 25.361061096191406)",1,5.19744873046875,1,"(-103.6036148071289, -87.55529022216797, 689.9600830078125)","(0.6982381939888, 0.670978844165802, 0.562488853931427)",1,"(0.8696268796920776, 0.6938115954399109)","(192.71286010742188, 100.95948028564453, 26.104490280151367)",1,5.1912689208984375,1,"(-41.11053466796875, -86.92926025390625, 691.4041137695312)","(0.5756257176399231, 0.6692554354667664, 0.5515228509902954)",1,0,197,195,199,left,,0,,
361131604436,361113461606,"(0.8805119395256042, 0.7013670802116394)","(198.33258056640625, 98.6685562133789, 25.270627975463867)",1,5.1944427490234375,1,"(-103.6050796508789, -87.55022430419922, 689.9609375)","(0.6982409358024597, 0.6709687113761902, 0.562489926815033)",1,"(0.8662903904914856, 0.6938966512680054)","(190.9903106689453, 100.93372344970703, 26.09503173828125)",1,5.1834869384765625,1,"(-41.112098693847656, -86.92337036132812, 691.4310302734375)","(0.5756261348724365, 0.6692382097244263, 0.5515797734260559)",1,0,198,196,200,left,,0,,
361131608436,361113465606,"(0.8785765171051025, 0.702372133731842)","(197.3334197998047, 98.36380004882812, 25.159727096557617)",1,5.1936492919921875,1,"(-103.61030578613281, -87.55461120605469, 689.9735107421875)","(0.6982480883598328, 0.6709746718406677, 0.5625194907188416)",1,"(0.8693600296974182, 0.6939657926559448)","(192.57513427734375, 100.9127426147461, 26.08744239807129)",1,5.1813812255859375,1,"(-41.11224365234375, -86.92986297607422, 691.4569702148438)","(0.5756238698959351, 0.6692453622817993, 0.5516371726989746)",1,0,199,197,201,left,,0,,
361131612436,361113469605,"(0.8783010244369507, 0.7009597420692444)","(197.191162109375, 98.7920913696289, 25.315561294555664)",1,5.2139892578125,1,"(-103.61292266845703, -87.55570220947266, 689.9864501953125)","(0.698249876499176, 0.6709740161895752, 0.5625482797622681)",1,"(0.8643845915794373, 0.6917223334312439)","(190.00640869140625, 101.59297180175781, 26.33502197265625)",1,5.1874847412109375,1,"(-41.106117248535156, -86.92134094238281, 691.351318359375)","(0.5756223797798157, 0.6692512035369873, 0.5514064431190491)",1,0,200,198,202,left,,0,,
361131616436,361113473605,"(0.8793411254882812, 0.6972069144248962)","(197.7281494140625, 99.92996215820312, 25.729759216308594)",1,5.1836700439453125,1,"(-103.61421966552734, -87.54547119140625, 689.9720458984375)","(0.6982561349868774, 0.6709569692611694, 0.5625154972076416)",1,"(0.8676047325134277, 0.6877519488334656)","(191.66893005371094, 102.79688262939453, 26.77314567565918)",1,5.1819610595703125,1,"(-41.11181640625, -86.91609191894531, 691.4161376953125)","(0.5756270885467529, 0.669227123260498, 0.5515457987785339)",1,0,201,199,203,left,,0,,
361131620436,361113477604,"(0.8812665343284607, 0.704775333404541)","(198.72216796875, 97.63511657714844, 24.89447784423828)",1,5.2114410400390625,1,"(-103.61270141601562, -87.53062438964844, 689.9445190429688)","(0.6982600092887878, 0.6709337830543518, 0.5624526143074036)",1,"(0.8652612566947937, 0.6956612467765808)","(190.45899963378906, 100.39863586425781, 25.90034294128418)",1,5.1728363037109375,1,"(-41.11486053466797, -86.90776824951172, 691.4697265625)","(0.5756276249885559, 0.6691994667053223, 0.551659882068634)",1,0,202,200,204,left,,0,,
361131624436,361113481603,"(0.8767854571342468, 0.702396035194397)","(196.40870666503906, 98.3565673828125, 25.157032012939453)",1,5.22430419921875,1,"(-103.618896484375, -87.53034973144531, 689.9678344726562)","(0.698266327381134, 0.6709281802177429, 0.5625043511390686)",1,"(0.8655874729156494, 0.6973810195922852)","(190.62742614746094, 99.877197265625, 25.710569381713867)",1,5.1933441162109375,1,"(-41.116188049316406, -86.90312194824219, 691.4697875976562)","(0.575630247592926, 0.6691903471946716, 0.551659107208252)",1,0,203,201,205,left,,0,,
361131628436,361113485603,"(0.8776657581329346, 0.7043333649635315)","(196.8632049560547, 97.76913452148438, 24.943273544311523)",1,5.220062255859375,1,"(-103.6203842163086, -87.5301742553711, 689.95556640625)","(0.6982724070549011, 0.6709304451942444, 0.5624786615371704)",1,"(0.8680040836334229, 0.693133533000946)","(191.8750762939453, 101.16509246826172, 26.179325103759766)",1,5.20147705078125,1,"(-41.11456298828125, -86.90204620361328, 691.443115234375)","(0.575629711151123, 0.6691939234733582, 0.551600992679596)",1,0,204,202,206,left,,0,,
361131632436,361113489603,"(0.8744414448738098, 0.6999098062515259)","(195.19854736328125, 99.11039733886719, 25.431482315063477)",1,5.2184906005859375,1,"(-103.62408447265625, -87.52471923828125, 689.966796875)","(0.6982768177986145, 0.6709173917770386, 0.5625025033950806)",1,"(0.8634908199310303, 0.6926491260528564)","(189.54495239257812, 101.31198120117188, 26.232763290405273)",1,5.1947174072265625,1,"(-41.1174201965332, -86.89705657958984, 691.46923828125)","(0.5756326913833618, 0.6691786646842957, 0.5516565442085266)",1,0,205,203,207,left,,0,,
361131636436,361113493602,"(0.8795433640480042, 0.69710773229599)","(197.83255004882812, 99.96004486083984, 25.740699768066406)",1,5.1923370361328125,1,"(-103.62910461425781, -87.51583862304688, 689.9920043945312)","(0.6982803344726562, 0.6708944439888, 0.5625558495521545)",1,"(0.8680757880210876, 0.695228636264801)","(191.91207885742188, 100.5298080444336, 25.948081970214844)",1,5.19427490234375,1,"(-41.118534088134766, -86.87943267822266, 691.4560546875)","(0.575636088848114, 0.6691469550132751, 0.551624059677124)",1,0,206,204,208,left,,0,,
361131640436,361113497601,"(0.878119170665741, 0.7022030353546143)","(197.0972900390625, 98.41510772705078, 25.17831039428711)",1,5.210693359375,1,"(-103.63663482666016, -87.51151275634766, 690.030029296875)","(0.6982855200767517, 0.6708776950836182, 0.562638521194458)",1,"(0.8642861843109131, 0.6965444684028625)","(189.95559692382812, 100.13086700439453, 25.802852630615234)",1,5.1951141357421875,1,"(-41.121437072753906, -86.87069702148438, 691.4827880859375)","(0.5756391286849976, 0.669124186038971, 0.5516800880432129)",1,0,207,205,209,left,,0,,
361131644436,361113501600,"(0.8771328330039978, 0.7016030550003052)","(196.58807373046875, 98.59701538085938, 25.244529724121094)",1,5.2237396240234375,1,"(-103.63663482666016, -87.51200866699219, 690.0162353515625)","(0.6982889771461487, 0.6708817481994629, 0.5626091957092285)",1,"(0.863059937953949, 0.693503201007843)","(189.322509765625, 101.0530014038086, 26.138511657714844)",1,5.1709136962890625,1,"(-41.11842727661133, -86.86871337890625, 691.4553833007812)","(0.5756359100341797, 0.6691261529922485, 0.5516202449798584)",1,0,208,206,210,left,,0,,
361131648436,361113505601,"(0.8755010366439819, 0.6980404853820801)","(195.74560546875, 99.67721557617188, 25.637760162353516)",1,5.2221221923828125,1,"(-103.63398742675781, -87.50743103027344, 689.9898681640625)","(0.6982904076576233, 0.6708784103393555, 0.562550961971283)",1,"(0.8608644604682922, 0.6970846652984619)","(188.18899536132812, 99.96707153320312, 25.743249893188477)",1,5.185943603515625,1,"(-41.1228141784668, -86.86936950683594, 691.4951171875)","(0.5756405591964722, 0.6691190004348755, 0.5517066121101379)",1,0,209,207,211,left,,0,,
361131652436,361113509601,"(0.8707380294799805, 0.6999993324279785)","(193.28652954101562, 99.08328247070312, 25.421581268310547)",1,5.206756591796875,1,"(-103.64424896240234, -87.50279235839844, 690.0537719726562)","(0.6982945203781128, 0.6708554625511169, 0.5626896023750305)",1,"(0.8630272746086121, 0.7003356218338013)","(189.3056640625, 98.98130798339844, 25.38445472717285)",1,5.200775146484375,1,"(-41.1242790222168, -86.85643005371094, 691.5079345703125)","(0.5756421685218811, 0.669090986251831, 0.5517314076423645)",1,0,210,208,212,left,,0,,
