device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,inter_gaze_origin_validity,index,window_1,window_2,selected_eye,inter_gaze_point_on_display_area,inter_gaze_origin_validity,inter_gaze_origin_in_trackbox_coordinate_system,inter_gaze_origin_in_user_coordinate_system
361133552420,361115409613,"(0.5008649230003357, 0.32803642749786377)","(2.328784227371216, 211.86793518066406, 66.47186279296875)",1,5.06072998046875,1,"(-104.44011688232422, -86.53736114501953, 688.93994140625)","(0.7001436352729797, 0.6691988110542297, 0.5603364109992981)",1,"(0.4973592460155487, 0.3145642578601837)","(0.51889967918396, 215.95289611816406, 67.95864868164062)",1,4.970306396484375,1,"(-42.0189094543457, -86.09600830078125, 690.1376342773438)","(0.5775244235992432, 0.667896568775177, 0.5487115979194641)",1,0,685,683,687,left,,0,,
361133556420,361115413613,"(0.49549123644828796, 0.33473286032676697)","(-0.4455198347568512, 209.8374786376953, 65.73281860351562)",1,5.0247650146484375,1,"(-104.43606567382812, -86.54881286621094, 688.9539794921875)","(0.7001320719718933, 0.6692183017730713, 0.56036776304245)",1,"(0.4909101724624634, 0.31745898723602295)","(-2.810617208480835, 215.0751953125, 67.63912963867188)",1,4.974853515625,1,"(-42.00383377075195, -86.11323547363281, 690.2061767578125)","(0.5774880647659302, 0.6679157614707947, 0.548861563205719)",1,0,686,684,688,left,,0,,
361133560420,361115417612,"(0.500368058681488, 0.335178017616272)","(2.07228946685791, 209.70249938964844, 65.68367004394531)",1,5.0438232421875,1,"(-104.44105529785156, -86.55864715576172, 688.9788818359375)","(0.7001355290412903, 0.6692323684692383, 0.5604249238967896)",1,"(0.4915601313114166, 0.30595704913139343)","(-2.4750702381134033, 218.56275939941406, 68.90852355957031)",1,4.951263427734375,1,"(-41.98954391479492, -86.12554931640625, 690.2216186523438)","(0.5774585604667664, 0.6679365634918213, 0.5488959550857544)",1,0,687,685,689,left,,0,,
361133564420,361115421611,"(0.49869704246520996, 0.3410252332687378)","(1.2095742225646973, 207.92953491210938, 65.03838348388672)",1,5.0587005615234375,1,"(-104.43992614746094, -86.56288146972656, 688.9934692382812)","(0.7001296281814575, 0.669237494468689, 0.5604567527770996)",1,"(0.4874311089515686, 0.32284343242645264)","(-4.606790542602539, 213.44253540039062, 67.0449447631836)",1,4.98309326171875,1,"(-41.97784423828125, -86.12947082519531, 690.2362670898438)","(0.5774343013763428, 0.6679410934448242, 0.548926830291748)",1,0,688,686,690,left,,0,,
361133568420,361115425611,"(0.49597296118736267, 0.335421621799469)","(-0.1968054622411728, 209.62863159179688, 65.65675354003906)",1,5.0079345703125,1,"(-104.43064880371094, -86.55744934082031, 688.940673828125)","(0.7001247406005859, 0.6692380905151367, 0.560339629650116)",1,"(0.48874908685684204, 0.31968623399734497)","(-3.926344871520996, 214.3998260498047, 67.39336395263672)",1,4.9346771240234375,1,"(-41.963050842285156, -86.13053131103516, 690.2122802734375)","(0.5774078965187073, 0.6679481863975525, 0.5488734841346741)",1,0,689,687,691,left,,0,,
361133572420,361115429610,"(0.4982779622077942, 0.3408578038215637)","(0.9932060837745667, 207.98031616210938, 65.05685424804688)",1,5.0208587646484375,1,"(-104.42684173583984, -86.56468200683594, 688.96923828125)","(0.7001100778579712, 0.669246256351471, 0.560401201248169)",1,"(0.4887862205505371, 0.3168836832046509)","(-3.907170295715332, 215.2496337890625, 67.70265197753906)",1,4.94464111328125,1,"(-41.94538497924805, -86.127685546875, 690.1613159179688)","(0.577378511428833, 0.6679533123970032, 0.5487605929374695)",1,0,690,688,692,left,,0,,
361133576420,361115433610,"(0.5031828284263611, 0.3506433665752411)","(3.5254924297332764, 205.01318359375, 63.97691345214844)",1,5.0499267578125,1,"(-104.4179458618164, -86.57122802734375, 688.9715576171875)","(0.7000918984413147, 0.6692586541175842, 0.5604047775268555)",1,"(0.48834505677223206, 0.31907919049263)","(-4.13493537902832, 214.58392333984375, 67.46034240722656)",1,4.9564666748046875,1,"(-41.932579040527344, -86.13360595703125, 690.1898803710938)","(0.5773506164550781, 0.6679588556289673, 0.5488218665122986)",1,0,691,689,693,left,,0,,
361133580420,361115437609,"(0.50377357006073, 0.3402245342731476)","(3.8304555416107178, 208.17233276367188, 65.126708984375)",1,5.0229644775390625,1,"(-104.41683959960938, -86.57706451416016, 688.9990234375)","(0.7000827193260193, 0.6692641377449036, 0.5604645013809204)",1,"(0.48721107840538025, 0.31844305992126465)","(-4.720403671264648, 214.77679443359375, 67.53062438964844)",1,4.949462890625,1,"(-41.91466522216797, -86.12886047363281, 690.1121215820312)","(0.5773235559463501, 0.6679660081863403, 0.5486507415771484)",1,0,692,690,694,left,,0,,
361133584420,361115441609,"(0.5044859051704407, 0.3462967872619629)","(4.198243141174316, 206.3311309814453, 64.4566421508789)",1,5.0554046630859375,1,"(-104.40813446044922, -86.57508087158203, 689.0159912109375)","(0.7000612020492554, 0.6692566275596619, 0.560497522354126)",1,"(0.49053850769996643, 0.30779364705085754)","(-3.0024924278259277, 218.00582885742188, 68.70584869384766)",1,4.92279052734375,1,"(-41.90550994873047, -86.12772369384766, 690.114013671875)","(0.5773054957389832, 0.6679633259773254, 0.5486533641815186)",1,0,693,691,695,left,,0,,
361133588420,361115445608,"(0.49705109000205994, 0.3337252140045166)","(0.3597903251647949, 210.14300537109375, 65.843994140625)",1,4.985260009765625,1,"(-104.40068054199219, -86.57096099853516, 688.9933471679688)","(0.7000523209571838, 0.6692532896995544, 0.5604457855224609)",1,"(0.4901922047138214, 0.3183852732181549)","(-3.1812996864318848, 214.7943115234375, 67.53697204589844)",1,4.9344329833984375,1,"(-41.8943977355957, -86.1202392578125, 690.061767578125)","(0.5772890448570251, 0.6679597496986389, 0.5485374331474304)",1,0,694,692,696,left,,0,,
361133592420,361115449607,"(0.49791717529296875, 0.3448870778083801)","(0.8069473505020142, 206.75857543945312, 64.61221313476562)",1,5.00445556640625,1,"(-104.39787292480469, -86.57527160644531, 689.0054931640625)","(0.7000436186790466, 0.6692591905593872, 0.560471773147583)",1,"(0.4877636730670929, 0.3177100718021393)","(-4.435074806213379, 214.99900817871094, 67.61148071289062)",1,4.9416351318359375,1,"(-41.89027404785156, -86.12155151367188, 690.0493774414062)","(0.5772823095321655, 0.6679648756980896, 0.5485104918479919)",1,0,695,693,697,left,,0,,
361133596420,361115453606,"(0.49898383021354675, 0.33855634927749634)","(1.3576488494873047, 208.67813110351562, 65.31082153320312)",1,4.9803314208984375,1,"(-104.39295196533203, -86.5817642211914, 689.00732421875)","(0.7000334858894348, 0.6692715883255005, 0.5604756474494934)",1,"(0.48930221796035767, 0.32982295751571655)","(-3.640777349472046, 211.3262481689453, 66.27465057373047)",1,4.986480712890625,1,"(-41.87892532348633, -86.11775207519531, 689.97119140625)","(0.577268123626709, 0.6679739952087402, 0.5483394265174866)",1,0,696,694,698,left,,0,,
361133600420,361115457606,"(0.5003048181533813, 0.3330628275871277)","(2.0396273136138916, 210.34388732910156, 65.91709899902344)",1,4.9632720947265625,1,"(-104.39555358886719, -86.58836364746094, 689.0330810546875)","(0.7000320553779602, 0.6692790389060974, 0.5605330467224121)",1,"(0.49007076025009155, 0.31881457567214966)","(-3.2439944744110107, 214.6641387939453, 67.48957061767578)",1,4.939056396484375,1,"(-41.87604904174805, -86.11812591552734, 689.9453735351562)","(0.5772651433944702, 0.6679801940917969, 0.5482834577560425)",1,0,697,695,699,left,,0,,
361133604420,361115461605,"(0.4972073435783386, 0.3346923291683197)","(0.44048139452934265, 209.8497772216797, 65.73726654052734)",1,4.9311370849609375,1,"(-104.38636779785156, -86.58547973632812, 688.99462890625)","(0.7000237703323364, 0.6692816019058228, 0.5604472160339355)",1,"(0.4908601641654968, 0.3172528147697449)","(-2.836432456970215, 215.13771057128906, 67.66189575195312)",1,4.8946380615234375,1,"(-41.87339401245117, -86.11810302734375, 689.9452514648438)","(0.57725989818573, 0.6679801344871521, 0.54828280210495)",1,0,698,696,700,left,,0,,
361133608420,361115465605,"(0.500546395778656, 0.3342185318470001)","(2.1643364429473877, 209.99343872070312, 65.7895736694336)",1,4.9818878173828125,1,"(-104.39035034179688, -86.59424591064453, 689.0338134765625)","(0.7000216245651245, 0.6692904829978943, 0.5605344176292419)",1,"(0.49398475885391235, 0.31625932455062866)","(-1.2232692241668701, 215.4389190673828, 67.77157592773438)",1,4.90399169921875,1,"(-41.8690185546875, -86.11571502685547, 689.9063720703125)","(0.5772553086280823, 0.6679837107658386, 0.5481977462768555)",1,0,699,697,701,left,,0,,
361133612420,361115469604,"(0.49699917435646057, 0.3301236033439636)","(0.3330000638961792, 211.2350616455078, 66.24153137207031)",1,4.9402313232421875,1,"(-104.39153289794922, -86.60643768310547, 689.0606689453125)","(0.7000170946121216, 0.6693087220191956, 0.5605950355529785)",1,"(0.4935678541660309, 0.3280242681503296)","(-1.4384996891021729, 211.87161254882812, 66.47318267822266)",1,4.936767578125,1,"(-41.8631706237793, -86.11555480957031, 689.8541259765625)","(0.5772492289543152, 0.6679944396018982, 0.5480843186378479)",1,0,700,698,702,left,,0,,
361133616420,361115473603,"(0.5012099742889404, 0.3432117998600006)","(2.5069706439971924, 207.2665252685547, 64.79712677001953)",1,4.9787445068359375,1,"(-104.3890380859375, -86.61729431152344, 689.061279296875)","(0.7000120878219604, 0.6693299412727356, 0.5605980753898621)",1,"(0.49594536423683167, 0.3121989965438843)","(-0.21105335652828217, 216.6700897216797, 68.21965789794922)",1,4.89886474609375,1,"(-41.86027526855469, -86.12344360351562, 689.8409423828125)","(0.5772449374198914, 0.6680127382278442, 0.5480573773384094)",1,0,701,699,703,left,,0,,
361133620420,361115477603,"(0.5012504458427429, 0.3485254645347595)","(2.527864456176758, 205.6553497314453, 64.21067810058594)",1,4.973297119140625,1,"(-104.38633728027344, -86.62516784667969, 689.0468139648438)","(0.7000104784965515, 0.6693484783172607, 0.56056809425354)",1,"(0.4952429234981537, 0.32473909854888916)","(-0.5737342834472656, 212.86773681640625, 66.83572387695312)",1,4.9352569580078125,1,"(-41.858890533447266, -86.13143157958984, 689.8546142578125)","(0.5772408246994019, 0.6680253744125366, 0.548088550567627)",1,0,702,700,704,left,,0,,
361133624420,361115481602,"(0.49803921580314636, 0.3303620219230652)","(0.869965136051178, 211.16278076171875, 66.2151870727539)",1,4.9365692138671875,1,"(-104.3839111328125, -86.62376403808594, 689.0352783203125)","(0.7000086307525635, 0.6693482398986816, 0.5605423450469971)",1,"(0.49323099851608276, 0.32655054330825806)","(-1.612437129020691, 212.31846618652344, 66.63582611083984)",1,4.92852783203125,1,"(-41.85790252685547, -86.13613891601562, 689.8814697265625)","(0.5772361755371094, 0.6680290102958679, 0.548147439956665)",1,0,703,701,705,left,,0,,
361133628420,361115485601,"(0.4994916617870331, 0.3445647060871124)","(1.6198269128799438, 206.8563232421875, 64.64773559570312)",1,4.955780029296875,1,"(-104.37879180908203, -86.62451171875, 689.010009765625)","(0.7000049948692322, 0.6693550944328308, 0.560486912727356)",1,"(0.4965279698371887, 0.3224182426929474)","(0.08974981307983398, 213.57144165039062, 67.09186553955078)",1,4.9179534912109375,1,"(-41.85508728027344, -86.1380615234375, 689.868408203125)","(0.5772320628166199, 0.6680355072021484, 0.548119306564331)",1,0,704,702,706,left,,0,,
361133632420,361115489601,"(0.5015955567359924, 0.344035804271698)","(2.706041097640991, 207.01669311523438, 64.70612335205078)",1,5.00457763671875,1,"(-104.38250732421875, -86.64054107666016, 689.0216674804688)","(0.700009286403656, 0.669384241104126, 0.5605167746543884)",1,"(0.4941084682941437, 0.32032984495162964)","(-1.1594011783599854, 214.20469665527344, 67.3223648071289)",1,4.899627685546875,1,"(-41.855003356933594, -86.14920043945312, 689.8683471679688)","(0.5772319436073303, 0.6680573225021362, 0.5481218695640564)",1,0,705,703,707,left,,0,,
361133636420,361115493600,"(0.5017801523208618, 0.3261379897594452)","(2.8013203144073486, 212.44357299804688, 66.68135833740234)",1,4.9451904296875,1,"(-104.3980712890625, -86.660888671875, 689.0985107421875)","(0.7000204920768738, 0.6694077849388123, 0.560690701007843)",1,"(0.49171125888824463, 0.3268660306930542)","(-2.397026777267456, 212.22280883789062, 66.60099792480469)",1,4.927398681640625,1,"(-41.853515625, -86.1566390991211, 689.8555908203125)","(0.5772303342819214, 0.6680746674537659, 0.5480958223342896)",1,0,706,704,708,left,,0,,
361133640420,361115497600,"(0.501024603843689, 0.3389725983142853)","(2.4112606048583984, 208.55191040039062, 65.26492309570312)",1,4.9687652587890625,1,"(-104.39283752441406, -86.65803527832031, 689.0589599609375)","(0.7000202536582947, 0.6694106459617615, 0.5606037974357605)",1,"(0.49404263496398926, 0.3280826807022095)","(-1.1933860778808594, 211.85391235351562, 66.46675109863281)",1,4.929443359375,1,"(-41.85502624511719, -86.16181945800781, 689.8819580078125)","(0.5772305130958557, 0.6680791974067688, 0.5481540560722351)",1,0,707,705,709,left,,0,,
361133644420,361115501599,"(0.4977395832538605, 0.3396311104297638)","(0.715252697467804, 208.35226440429688, 65.19219970703125)",1,4.930084228515625,1,"(-104.40309143066406, -86.66205596923828, 689.0970458984375)","(0.7000306844711304, 0.6694104075431824, 0.5606895089149475)",1,"(0.4937821626663208, 0.32462063431739807)","(-1.3278634548187256, 212.9036407470703, 66.84883117675781)",1,4.923675537109375,1,"(-41.853599548339844, -86.15672302246094, 689.8685913085938)","(0.5772291421890259, 0.6680720448493958, 0.5481239557266235)",1,0,708,706,710,left,,0,,
361133648420,361115505598,"(0.49665123224258423, 0.3351373076438904)","(0.15336839854717255, 209.71484375, 65.68820190429688)",1,4.9311370849609375,1,"(-104.40042114257812, -86.66151428222656, 689.0829467773438)","(0.7000291347503662, 0.6694124341011047, 0.56065833568573)",1,"(0.4956948459148407, 0.3296470046043396)","(-0.3403940796852112, 211.37957763671875, 66.29409790039062)",1,4.9196929931640625,1,"(-41.85639953613281, -86.158935546875, 689.8814697265625)","(0.5772332549095154, 0.6680736541748047, 0.5481526255607605)",1,0,709,707,711,left,,0,,
361133652420,361115509598,"(0.499779611825943, 0.3380708396434784)","(1.7684935331344604, 208.8253631591797, 65.36444091796875)",1,4.9476470947265625,1,"(-104.40961456298828, -86.67314910888672, 689.1089477539062)","(0.7000405788421631, 0.6694297194480896, 0.5607196092605591)",1,"(0.4912949204444885, 0.3213302195072174)","(-2.6119985580444336, 213.90135192871094, 67.21190643310547)",1,4.908111572265625,1,"(-41.86054229736328, -86.16781616210938, 689.8944091796875)","(0.5772401094436646, 0.6680883169174194, 0.5481831431388855)",1,0,710,708,712,left,,0,,
361133656420,361115513597,"(0.4972585141658783, 0.3316201865673065)","(0.46687862277030945, 210.78131103515625, 66.07630920410156)",1,4.9519195556640625,1,"(-104.41206359863281, -86.6761245727539, 689.1072998046875)","(0.7000458240509033, 0.6694359183311462, 0.5607175230979919)",1,"(0.4911753237247467, 0.3267143964767456)","(-2.673726797103882, 212.268798828125, 66.61775207519531)",1,4.9105987548828125,1,"(-41.86187744140625, -86.16964721679688, 689.8943481445312)","(0.5772427320480347, 0.668091893196106, 0.5481835603713989)",1,0,711,709,713,left,,0,,
361133660420,361115517596,"(0.49939092993736267, 0.3475758135318756)","(1.567809820175171, 205.9433135986328, 64.3154296875)",1,4.939849853515625,1,"(-104.413330078125, -86.6719970703125, 689.1075439453125)","(0.7000482082366943, 0.669427752494812, 0.5607175230979919)",1,"(0.4921833872795105, 0.3270344138145447)","(-2.153287887573242, 212.17176818847656, 66.58240509033203)",1,4.90380859375,1,"(-41.86457824707031, -86.16291809082031, 689.8936767578125)","(0.5772480368614197, 0.6680788397789001, 0.548180878162384)",1,0,712,710,714,left,,0,,
361133664420,361115521596,"(0.49575352668762207, 0.32901161909103394)","(-0.31010282039642334, 211.57225036621094, 66.36421966552734)",1,4.86181640625,1,"(-104.41987609863281, -86.6678466796875, 689.1197509765625)","(0.7000580430030823, 0.6694169640541077, 0.5607447028160095)",1,"(0.4918209910392761, 0.32439887523651123)","(-2.3403866291046143, 212.9709014892578, 66.87325286865234)",1,4.884429931640625,1,"(-41.86580276489258, -86.15360260009766, 689.8797607421875)","(0.5772518515586853, 0.6680635809898376, 0.5481489300727844)",1,0,713,711,715,left,,0,,
361133668420,361115525595,"(0.5008519887924194, 0.33650416135787964)","(2.322138786315918, 209.30038452148438, 65.53733825683594)",1,4.9217987060546875,1,"(-104.42872619628906, -86.67134094238281, 689.156494140625)","(0.7000662088394165, 0.6694159507751465, 0.56082683801651)",1,"(0.4894762933254242, 0.3225134611129761)","(-3.550903081893921, 213.54257202148438, 67.08138275146484)",1,4.908416748046875,1,"(-41.86824035644531, -86.1476058959961, 689.8536376953125)","(0.5772593021392822, 0.668057382106781, 0.548091471195221)",1,0,714,712,716,left,,0,,
361133672420,361115529594,"(0.5014158487319946, 0.33576515316963196)","(2.6132404804229736, 209.52447509765625, 65.6188735961914)",1,4.8967437744140625,1,"(-104.42474365234375, -86.66464233398438, 689.0888671875)","(0.7000755667686462, 0.6694173216819763, 0.56067955493927)",1,"(0.4911319315433502, 0.33716508746147156)","(-2.696140766143799, 209.10000610351562, 65.46438598632812)",1,4.9270782470703125,1,"(-41.86985778808594, -86.15038299560547, 689.8792724609375)","(0.5772597789764404, 0.6680573225021362, 0.5481475591659546)",1,0,715,713,717,left,,0,,
361133676420,361115533593,"(0.4960150718688965, 0.33027538657188416)","(-0.17506127059459686, 211.1890411376953, 66.22474670410156)",1,4.8689422607421875,1,"(-104.42863464355469, -86.66454315185547, 689.1153564453125)","(0.7000764608383179, 0.6694114208221436, 0.5607374310493469)",1,"(0.4922267198562622, 0.3285011649131775)","(-2.130934953689575, 211.72702026367188, 66.42052459716797)",1,4.8974151611328125,1,"(-41.874000549316406, -86.14643859863281, 689.89208984375)","(0.5772665739059448, 0.6680469512939453, 0.5481749176979065)",1,0,716,714,718,left,,0,,
361133680420,361115537593,"(0.5039498209953308, 0.3462168872356415)","(3.9214651584625244, 206.35536193847656, 64.46542358398438)",1,4.9344329833984375,1,"(-104.4361343383789, -86.65641784667969, 689.112548828125)","(0.7000918984413147, 0.6693960428237915, 0.560731828212738)",1,"(0.4895007312297821, 0.3325251042842865)","(-3.5382795333862305, 210.50689697265625, 65.97647094726562)",1,4.9253692626953125,1,"(-41.87826919555664, -86.13851928710938, 689.9049072265625)","(0.5772735476493835, 0.6680287718772888, 0.5482012033462524)",1,0,717,715,719,left,,0,,
361133684420,361115541592,"(0.49849236011505127, 0.3356398344039917)","(1.10389244556427, 209.56248474121094, 65.63268280029297)",1,4.9146270751953125,1,"(-104.44236755371094, -86.65147399902344, 689.1234130859375)","(0.7001014351844788, 0.6693840622901917, 0.5607559680938721)",1,"(0.4945627748966217, 0.328625351190567)","(-0.9248445630073547, 211.6893768310547, 66.40684509277344)",1,4.8878021240234375,1,"(-41.881080627441406, -86.134765625, 689.91796875)","(0.5772777199745178, 0.6680185794830322, 0.5482288002967834)",1,0,718,716,720,left,,0,,
361133688420,361115545592,"(0.5003606081008911, 0.32931265234947205)","(2.0684399604797363, 211.48098754882812, 66.3309555053711)",1,4.89471435546875,1,"(-104.44910430908203, -86.65299987792969, 689.1495361328125)","(0.7001080513000488, 0.6693814992904663, 0.5608142614364624)",1,"(0.49130913615226746, 0.3203776776790619)","(-2.604649305343628, 214.190185546875, 67.31706237792969)",1,4.8803253173828125,1,"(-41.88385772705078, -86.13468933105469, 689.943359375)","(0.577280580997467, 0.6680130958557129, 0.5482839941978455)",1,0,719,717,721,left,,0,,
361133692420,361115549591,"(0.5002769231796265, 0.3448963761329651)","(2.0252065658569336, 206.7557373046875, 64.6111831665039)",1,4.9186553955078125,1,"(-104.44905853271484, -86.65306091308594, 689.1226806640625)","(0.7001148462295532, 0.6693873405456543, 0.5607569217681885)",1,"(0.4924103319644928, 0.3285207152366638)","(-2.0361220836639404, 211.72108459472656, 66.41841888427734)",1,4.897705078125,1,"(-41.887962341308594, -86.13672637939453, 689.9435424804688)","(0.5772886276245117, 0.6680170297622681, 0.5482853055000305)",1,0,720,718,722,left,,0,,
361133696420,361115553590,"(0.49791744351387024, 0.3321458399295807)","(0.8070923686027527, 210.6219024658203, 66.01831817626953)",1,4.8718719482421875,1,"(-104.45797729492188, -86.65450286865234, 689.1466064453125)","(0.7001263499259949, 0.6693850159645081, 0.5608111619949341)",1,"(0.4911099672317505, 0.32922661304473877)","(-2.7074813842773438, 211.50706481933594, 66.34049987792969)",1,4.8887786865234375,1,"(-41.89359664916992, -86.1387939453125, 689.982666015625)","(0.5772956013679504, 0.6680128574371338, 0.5483710169792175)",1,0,721,719,723,left,,0,,
361133700420,361115557590,"(0.5045918822288513, 0.350656121969223)","(4.252950668334961, 205.0093231201172, 63.975494384765625)",1,4.9214935302734375,1,"(-104.46953582763672, -86.65284729003906, 689.1846923828125)","(0.7001393437385559, 0.669373631477356, 0.5608959794044495)",1,"(0.49160975217819214, 0.3175894320011139)","(-2.4494524002075195, 215.03561401367188, 67.62476348876953)",1,4.844635009765625,1,"(-41.89670944213867, -86.14059448242188, 690.03466796875)","(0.5772963762283325, 0.6680052876472473, 0.5484840869903564)",1,0,722,720,724,left,,0,,
361133704420,361115561589,"(0.49941349029541016, 0.34038761258125305)","(1.5794767141342163, 208.12289428710938, 65.10871124267578)",1,4.8880767822265625,1,"(-104.46028137207031, -86.64305114746094, 689.117919921875)","(0.7001380920410156, 0.6693686842918396, 0.5607479214668274)",1,"(0.48941630125045776, 0.31103143095970154)","(-3.5818657875061035, 217.02410888671875, 68.34856414794922)",1,4.83538818359375,1,"(-41.89688491821289, -86.13839721679688, 690.0482177734375)","(0.5772954225540161, 0.667998194694519, 0.5485127568244934)",1,0,723,721,725,left,,0,,
361133708420,361115565588,"(0.5008241534233093, 0.3325279653072357)","(2.307744264602661, 210.50604248046875, 65.97613525390625)",1,4.8560943603515625,1,"(-104.46025085449219, -86.64543151855469, 689.1182250976562)","(0.7001379728317261, 0.6693732738494873, 0.5607491135597229)",1,"(0.49056094884872437, 0.3163262605667114)","(-2.990920066833496, 215.4186248779297, 67.76419830322266)",1,4.8319091796875,1,"(-41.90251159667969, -86.142578125, 690.074462890625)","(0.5773036479949951, 0.6680008172988892, 0.5485711097717285)",1,0,724,722,726,left,,0,,
361133712420,361115569587,"(0.5014947652816772, 0.3255062997341156)","(2.653979778289795, 212.63510131835938, 66.7510757446289)",1,4.8448638916015625,1,"(-104.46817016601562, -86.65647888183594, 689.1435546875)","(0.7001471519470215, 0.6693896055221558, 0.5608084201812744)",1,"(0.488264799118042, 0.3231642246246338)","(-4.176372528076172, 213.34524536132812, 67.00955963134766)",1,4.88165283203125,1,"(-41.90663528442383, -86.14846801757812, 690.099853515625)","(0.5773091912269592, 0.6680070161819458, 0.5486277937889099)",1,0,725,723,727,left,,0,,
361133716420,361115573587,"(0.49700114130973816, 0.3305235505104065)","(0.3340062201023102, 211.1138153076172, 66.19734191894531)",1,4.852020263671875,1,"(-104.47320556640625, -86.6556167602539, 689.1416015625)","(0.7001575827598572, 0.6693883538246155, 0.56080561876297)",1,"(0.49062058329582214, 0.3265810012817383)","(-2.9601423740386963, 212.3092498779297, 66.63243865966797)",1,4.8820037841796875,1,"(-41.906898498535156, -86.14631652832031, 690.1135864257812)","(0.5773082375526428, 0.6679998636245728, 0.5486569404602051)",1,0,726,724,728,left,,0,,
361133720420,361115577586,"(0.4983995854854584, 0.3399204611778259)","(1.0560061931610107, 208.2645263671875, 65.16028594970703)",1,4.879608154296875,1,"(-104.46665954589844, -86.64739990234375, 689.116455078125)","(0.7001511454582214, 0.6693775653839111, 0.5607479214668274)",1,"(0.490752249956131, 0.33431094884872437)","(-2.892158031463623, 209.96542358398438, 65.77935791015625)",1,4.90264892578125,1,"(-41.91259765625, -86.14952087402344, 690.1524658203125)","(0.5773153901100159, 0.6679978966712952, 0.5487422943115234)",1,0,727,725,729,left,,0,,
361133724420,361115581585,"(0.5009989142417908, 0.33717021346092224)","(2.3979923725128174, 209.0984344482422, 65.46382141113281)",1,4.8793182373046875,1,"(-104.46913146972656, -86.64900970458984, 689.1146240234375)","(0.7001564502716064, 0.6693810820579529, 0.560745120048523)",1,"(0.4898841083049774, 0.32812297344207764)","(-3.340352773666382, 211.84169006347656, 66.46231079101562)",1,4.8935699462890625,1,"(-41.91227722167969, -86.14635467529297, 690.1263427734375)","(0.577317476272583, 0.6679972410202026, 0.5486850738525391)",1,0,728,726,730,left,,0,,
361133728420,361115585585,"(0.500365138053894, 0.33644407987594604)","(2.070765495300293, 209.31861877441406, 65.54396057128906)",1,4.8972930908203125,1,"(-104.47561645507812, -86.65704345703125, 689.1396484375)","(0.7001628875732422, 0.6693915724754333, 0.5608025789260864)",1,"(0.4934505224227905, 0.3224099278450012)","(-1.4990893602371216, 213.57395935058594, 67.09280395507812)",1,4.8834075927734375,1,"(-41.91526794433594, -86.15242004394531, 690.16552734375)","(0.577319324016571, 0.6680008172988892, 0.5487714409828186)",1,0,729,727,731,left,,0,,
361133732420,361115589584,"(0.5041017532348633, 0.3288518786430359)","(3.999903678894043, 211.6206817626953, 66.3818359375)",1,4.86083984375,1,"(-104.47422790527344, -86.65937042236328, 689.1273193359375)","(0.7001632452011108, 0.669398844242096, 0.5607762932777405)",1,"(0.4895733892917633, 0.3263585567474365)","(-3.5007705688476562, 212.37669372558594, 66.6570053100586)",1,4.868438720703125,1,"(-41.91236114501953, -86.15188598632812, 690.13916015625)","(0.5773162841796875, 0.6680053472518921, 0.5487141609191895)",1,0,730,728,732,left,,0,,
361133736420,361115593583,"(0.5013503432273865, 0.3423119783401489)","(2.579427719116211, 207.53936767578125, 64.8963623046875)",1,4.883514404296875,1,"(-104.4781494140625, -86.66117858886719, 689.1529541015625)","(0.7001644372940063, 0.6693969368934631, 0.5608327984809875)",1,"(0.48653265833854675, 0.32492440938949585)","(-5.070627212524414, 212.81153869628906, 66.81532287597656)",1,4.8598480224609375,1,"(-41.918060302734375, -86.15693664550781, 690.177978515625)","(0.5773234963417053, 0.6680070757865906, 0.5487998723983765)",1,0,731,729,733,left,,0,,
361133740420,361115597583,"(0.49873730540275574, 0.343252569437027)","(1.2303681373596191, 207.25416564941406, 64.79257202148438)",1,4.873870849609375,1,"(-104.47822570800781, -86.65585327148438, 689.153076171875)","(0.7001645565032959, 0.6693863868713379, 0.5608319044113159)",1,"(0.49097901582717896, 0.32730892300605774)","(-2.775085687637329, 212.0885467529297, 66.55210876464844)",1,4.8664398193359375,1,"(-41.92109680175781, -86.15967559814453, 690.2171630859375)","(0.5773254632949829, 0.6680041551589966, 0.5488852858543396)",1,0,732,730,734,left,,0,,
361133744420,361115601582,"(0.5043115019798279, 0.3500911593437195)","(4.108212471008301, 205.18060302734375, 64.03789520263672)",1,4.90093994140625,1,"(-104.47697448730469, -86.65733337402344, 689.1405029296875)","(0.7001652717590332, 0.6693919897079468, 0.5608049631118774)",1,"(0.4916103482246399, 0.3392762839794159)","(-2.449131965637207, 208.45986938476562, 65.23135375976562)",1,4.8994903564453125,1,"(-41.92095947265625, -86.15777587890625, 690.2042846679688)","(0.5773264765739441, 0.6680031418800354, 0.5488572120666504)",1,0,733,731,735,left,,0,,
