id,time,velocity,type,point
173,7708507108,191.90255592133028,2,"(699.6302604675293, 1184.292483329773, 616.115478515625)"
174,7708511108,139.3881426498399,2,"(686.9407081604004, 1180.3550720214844, 616.6497802734375)"
175,7708515109,139.2051901258637,2,"(709.9593544006348, 1182.5569152832031, 616.2843017578125)"
176,7708519109,87.43604008324932,2,"(734.4148635864258, 1188.8779163360596, 616.1026611328125)"
177,7708523109,77.26650808671675,2,"(765.2521705627441, 1187.8046035766602, 616.2451782226562)"
178,7708527109,214.89921319509475,2,"(794.4301986694336, 1197.42271900177, 616.3514404296875)"
179,7708531109,497.83722266963275,2,"(822.150936126709, 1187.2188806533813, 616.2169799804688)"
180,7708535109,398.42625546388484,2,"(852.1563720703125, 1180.3273916244507, 616.135986328125)"
181,7708539109,806.1240454375913,2,"(879.0677833557129, 1178.3559322357178, 616.1810302734375)"
182,7708543109,390.37753470496034,2,"(905.8350563049316, 1174.1021633148193, 616.1845703125)"
183,7708547109,340.10064818062745,2,"(928.5077476501465, 1173.749828338623, 616.068603515625)"
184,7708551109,414.44524722496124,2,"(952.6887702941895, 1171.5784549713135, 616.07763671875)"
185,7708555109,378.4063974904286,2,"(964.801139831543, 1176.4143705368042, 616.0647583007812)"
186,7708559109,715.0265437801479,2,"(963.7177276611328, 1178.1864881515503, 616.1109619140625)"
187,7708563109,516.4677359213883,2,"(961.3941192626953, 1183.3070755004883, 616.1558837890625)"
188,7708567109,258.7726877810294,2,"(960.0619125366211, 1184.5212936401367, 616.1138916015625)"
189,7708571109,378.0339592885704,2,"(956.824779510498, 1182.675576210022, 616.135986328125)"
190,7708575109,378.0340470244064,2,"(954.0514183044434, 1184.4044923782349, 616.0841064453125)"
191,7708579109,743.106522113853,2,"(956.7307090759277, 1166.3207530975342, 616.1149291992188)"
192,7708583109,1133.5190396014116,2,"(949.7434043884277, 1170.444917678833, 616.1572875976562)"
193,7708587109,45.56842852513265,2,"(962.4197387695312, 1180.934500694275, 616.1058349609375)"
194,7708591109,270.575475512574,2,"(964.9469375610352, 1173.9511013031006, 616.1065063476562)"
195,7708595109,320.2523647640705,2,"(958.5078048706055, 1174.1869926452637, 616.0983276367188)"
196,7708599109,387.87772576305184,2,"(958.5935211181641, 1173.0732679367065, 616.0582885742188)"
197,7708603109,1702.3469106508514,2,"(964.9289703369141, 1173.903751373291, 616.0062255859375)"
198,7708607109,1236.7216669794923,2,"(963.8684463500977, 1175.055170059204, 616.0073852539062)"
199,7708611109,664.9430793038388,2,"(964.1278839111328, 1168.8852310180664, 616.05126953125)"
200,7708615109,148.55262756327116,2,"(957.6936149597168, 1158.7836027145386, 615.9899291992188)"
201,7708619109,359.7566296533229,2,"(962.8495788574219, 1166.5484189987183, 615.9906005859375)"
202,7708623109,307.5227882362291,2,"(956.3857841491699, 1173.8215684890747, 615.96044921875)"
203,7708627109,474.21370256137146,2,"(959.5000076293945, 1164.8667812347412, 615.9426879882812)"
204,7708631109,474.21370256137146,2,"(956.3605499267578, 1172.5466966629028, 615.9544677734375)"
205,7708635109,969.3596772105267,2,"(961.4118576049805, 1180.4280281066895, 615.924072265625)"
206,7708639109,300.1420548983953,2,"(955.9740829467773, 1177.5123596191406, 615.9054565429688)"
207,7708643109,335.3400497693515,2,"(964.9209594726562, 1173.1059551239014, 615.886474609375)"
208,7708647109,57.92291812692346,2,"(960.4861450195312, 1171.140432357788, 615.9076538085938)"
209,7708651109,183.30545411809024,2,"(965.1826858520508, 1167.233419418335, 615.898193359375)"
210,7708655106,39.19863061128687,2,"(964.3409729003906, 1168.9058303833008, 615.9835205078125)"
211,7708659106,96.91526566886537,2,"(960.8572769165039, 1169.1372871398926, 615.9525146484375)"
212,7708663106,181.45703673038554,2,"(962.936897277832, 1175.571870803833, 615.942626953125)"
213,7708667106,103.2239027124266,2,"(968.3872604370117, 1173.044729232788, 615.9742431640625)"
214,7708671106,164.61795769596503,2,"(970.0373840332031, 1180.7548999786377, 615.9239501953125)"
215,7708675106,164.61795769596503,2,"(963.0609512329102, 1177.6055574417114, 616.007080078125)"
216,7708679106,409.3763441733154,2,"(964.0534973144531, 1172.4291801452637, 615.9749145507812)"
217,7708683106,381.5855967339658,2,"(968.0462265014648, 1167.9660558700562, 615.944580078125)"
218,7708687106,371.3367006141981,2,"(964.7487258911133, 1169.0998792648315, 615.965087890625)"
219,7708691106,892.8397338235106,2,"(965.951042175293, 1175.456428527832, 615.9749755859375)"
220,7708695106,726.7842545356672,2,"(970.6424331665039, 1178.0158996582031, 615.9430541992188)"
221,7708699106,226.47053010926047,2,"(965.0164031982422, 1173.5820293426514, 615.9322509765625)"
222,7708703106,491.6697107601788,2,"(965.6631088256836, 1180.1582336425781, 615.93115234375)"
223,7708707106,217.66285381167052,2,"(962.0393371582031, 1169.9290752410889, 615.9097900390625)"
224,7708711106,341.0174446549037,2,"(962.8935241699219, 1179.9998044967651, 615.909423828125)"
225,7708715106,91.76883021465336,2,"(963.9793395996094, 1164.055323600769, 615.9095458984375)"
226,7708719106,91.76883021465336,2,"(961.5409469604492, 1168.3583736419678, 615.9061889648438)"
227,7708723106,284.9627017519106,2,"(963.5863494873047, 1179.4132232666016, 615.8973388671875)"
228,7708727106,106.20529046015115,2,"(955.8917999267578, 1179.3645858764648, 615.9486694335938)"
229,7708731106,199.27703005606858,2,"(959.190845489502, 1183.2468509674072, 615.9166870117188)"
230,7708735106,176.6745179394777,2,"(955.8196449279785, 1174.3789672851562, 615.9366455078125)"
231,7708739106,127.57265665715123,2,"(959.9713897705078, 1177.8013229370117, 615.9459228515625)"
232,7708743106,127.57265665715123,2,"(963.2746124267578, 1180.9975147247314, 615.9775390625)"
233,7708747106,143.90465152781823,2,"(958.7353706359863, 1171.4503526687622, 615.98583984375)"
234,7708751106,382.65180359910875,2,"(960.5282592773438, 1170.817494392395, 615.943603515625)"
235,7708755106,163.54486046196828,2,"(958.070240020752, 1176.908254623413, 615.9546508789062)"
236,7708759106,497.0798901744694,2,"(962.3865509033203, 1173.5753059387207, 615.9848022460938)"
237,7708763106,421.51108116258155,2,"(958.9767837524414, 1166.221261024475, 615.9957885742188)"
238,7708767106,394.6518037565606,2,"(965.0803756713867, 1173.0348587036133, 615.9638671875)"
239,7708771106,497.3794312116369,2,"(961.6284942626953, 1173.5199451446533, 616.0162963867188)"
240,7708775106,265.0859045767971,2,"(962.5087738037109, 1174.8018980026245, 615.9638671875)"
241,7708779106,78.58271048535929,2,"(968.0629348754883, 1172.8724956512451, 615.983154296875)"
242,7708783106,347.4464099047986,2,"(960.3174591064453, 1175.3324747085571, 615.9716796875)"
243,7708787107,181.08962603520138,2,"(963.3130645751953, 1172.3615884780884, 615.98291015625)"
244,7708791107,134.1850601799875,2,"(963.7859344482422, 1180.5115699768066, 615.98291015625)"
245,7708795107,224.12285752175887,2,"(963.7764358520508, 1172.6398229599, 615.9720458984375)"
246,7708799107,260.02892518538437,2,"(963.5453796386719, 1171.0139751434326, 615.929443359375)"
247,7708803107,328.83213075701696,2,"(967.4934768676758, 1178.9689779281616, 615.9497680664062)"
248,7708807107,85.78726820580381,2,"(960.2684783935547, 1170.0115442276, 615.97021484375)"
249,7708811107,335.10149456133297,2,"(962.2560882568359, 1178.6152124404907, 615.9068603515625)"
250,7708815107,571.9453771825661,2,"(968.6637496948242, 1180.4386854171753, 615.96875)"
251,7708819107,734.7480182110562,2,"(966.1208724975586, 1180.7644128799438, 615.9268798828125)"
252,7708823107,979.7316725576151,2,"(973.7417221069336, 1175.6568431854248, 615.946533203125)"
253,7708827107,395.2217926404079,2,"(969.9929809570312, 1187.737512588501, 615.8939208984375)"
254,7708831107,697.4416874783194,2,"(967.4218368530273, 1179.5273065567017, 615.9349365234375)"
255,7708835107,333.63024011987096,2,"(963.838005065918, 1173.061752319336, 615.9552612304688)"
256,7708839107,144.09773559322014,2,"(966.5421295166016, 1174.210810661316, 615.943359375)"
257,7708843107,602.3371873876985,2,"(964.0339279174805, 1173.5530614852905, 615.9754638671875)"
258,7708847107,660.1803232904106,2,"(972.2468948364258, 1176.6425371170044, 616.007568359375)"
259,7708851107,898.9198501778395,2,"(968.2886123657227, 1181.3514947891235, 616.0072021484375)"
260,7708855107,228.4094005029875,2,"(972.674560546875, 1172.7262258529663, 615.9957885742188)"
261,7708859107,19.75612536002593,2,"(965.8772277832031, 1186.0419988632202, 616.0066528320312)"
262,7708863107,593.8523072169605,2,"(972.8799819946289, 1176.1228322982788, 615.9863891601562)"
263,7708867107,661.2591462838742,2,"(966.3475799560547, 1187.2357606887817, 615.9754028320312)"
264,7708871107,496.05501179151736,2,"(970.6206893920898, 1176.7098426818848, 615.9439086914062)"
265,7708875107,464.43095223609106,2,"(969.4831466674805, 1179.5830249786377, 615.9338989257812)"
266,7708879107,205.9213278724971,2,"(969.5321273803711, 1177.679944038391, 615.9337158203125)"
267,7708883107,207.2726285674179,2,"(965.7267379760742, 1176.2558698654175, 615.9546508789062)"
268,7708887107,207.2726285674179,2,"(968.257942199707, 1177.9285669326782, 615.9447631835938)"
269,7708891107,340.12830477103506,2,"(965.7649612426758, 1177.833366394043, 615.9342041015625)"
270,7708895107,168.40535218198383,2,"(969.6390151977539, 1181.6300868988037, 615.9450073242188)"
271,7708899107,357.55000426483736,2,"(974.4207000732422, 1178.6559104919434, 615.914794921875)"
272,7708903107,145.11955099400697,2,"(971.3397216796875, 1181.902027130127, 615.9039306640625)"
273,7708907107,552.9693185439969,2,"(972.9264450073242, 1182.5074911117554, 615.9464111328125)"
274,7708911107,412.0917266852637,2,"(972.3532104492188, 1182.459282875061, 615.9364013671875)"
275,7708915107,267.2347765924819,2,"(974.0562057495117, 1174.135708808899, 615.8947143554688)"
276,7708919105,267.2347765924819,2,"(975.560302734375, 1170.8400249481201, 615.9157104492188)"
277,7708923105,460.238496452871,2,"(966.8946075439453, 1179.3181657791138, 615.925537109375)"
278,7708927105,885.8888662733934,2,"(973.2770919799805, 1171.2068796157837, 615.9481201171875)"
279,7708931105,191.49955045290278,2,"(971.7197799682617, 1180.491042137146, 615.906005859375)"
280,7708935105,205.8362654865504,2,"(973.2044219970703, 1178.4990549087524, 615.9061279296875)"
281,7708939105,229.89851702712252,2,"(970.4048538208008, 1186.7018938064575, 615.9490966796875)"
282,7708943105,375.3172485196507,2,"(968.5814666748047, 1176.140570640564, 615.886474609375)"
283,7708947105,460.52896677334843,2,"(965.7221603393555, 1174.4154453277588, 615.8973388671875)"
284,7708951105,307.8708420205805,2,"(972.3637390136719, 1173.059606552124, 615.929443359375)"
285,7708955105,80.29784421185873,2,"(960.1808166503906, 1182.060170173645, 615.929931640625)"
286,7708959105,114.43114565188048,2,"(970.0725173950195, 1177.1112442016602, 615.963134765625)"
287,7708963105,69.45196692770108,2,"(980.3271102905273, 1176.3833284378052, 616.04052734375)"
288,7708967105,274.33514118307613,2,"(992.7446365356445, 1177.8204202651978, 615.99609375)"
289,7708971105,474.40486736619374,2,"(1023.0242156982422, 1186.0618114471436, 615.984619140625)"
290,7708975105,766.2060635984075,2,"(1053.874282836914, 1180.3683042526245, 616.0478515625)"
291,7708979105,547.6558337929919,2,"(1081.8193817138672, 1169.123911857605, 615.9559936523438)"
292,7708983105,1219.3239294882703,2,"(1104.4642639160156, 1160.6261730194092, 616.1689453125)"
293,7708987105,157.66268718714258,2,"(1134.8209762573242, 1175.8057594299316, 616.1009521484375)"
294,7708991105,96.37451217325533,2,"(1162.1387100219727, 1181.6826581954956, 616.197509765625)"
295,7708995105,176.1625510076172,2,"(1194.4097900390625, 1166.1038160324097, 616.1983032226562)"
296,7708999105,53.29341013037576,2,"(1215.7539367675781, 1169.3715333938599, 616.0216674804688)"
297,7709003105,112.26493957493706,2,"(1234.7599411010742, 1164.8584842681885, 616.1800537109375)"
298,7709007105,145.0605683630781,2,"(1263.3380126953125, 1159.7481966018677, 616.1390380859375)"
299,7709011105,41.948992629650164,2,"(1280.9466934204102, 1150.6977796554565, 616.0425415039062)"
300,7709015105,218.06086583681636,2,"(1298.961181640625, 1160.9988927841187, 615.99658203125)"
301,7709019105,108.93834283159465,2,"(1296.0650253295898, 1159.2766284942627, 616.0524291992188)"
302,7709023105,376.5383503070975,2,"(1300.8336639404297, 1150.4219770431519, 616.042724609375)"
303,7709027105,352.2353855945434,2,"(1292.0995330810547, 1153.4374952316284, 616.0010986328125)"
304,7709031105,205.74058057502552,2,"(1287.1052169799805, 1152.6718854904175, 616.0211181640625)"
305,7709035105,338.27217502343456,2,"(1290.0896072387695, 1157.9143524169922, 616.0494384765625)"
306,7709039105,338.27217502343456,2,"(1232.3263549804688, 1118.7703371047974, 616.0498046875)"
307,7709043105,338.27217502343456,2,"(1291.9767379760742, 1158.2734107971191, 616.027587890625)"
308,7709047105,1137.430457386498,2,"(1297.2789001464844, 1153.5063743591309, 615.963623046875)"
309,7709051105,251.37658838062103,2,"(1291.999740600586, 1150.075650215149, 616.0046997070312)"
310,7709055105,375.1158055143486,2,"(1302.6277542114258, 1160.7024908065796, 615.962890625)"
311,7709059105,375.1158055143486,2,"(1298.8916015625, 1156.7368268966675, 615.9932861328125)"
312,7709063105,910.6805479685246,2,"(1305.3893280029297, 1159.1725587844849, 616.0032348632812)"
313,7709067105,302.07527790614,2,"(1296.741600036621, 1154.8442602157593, 615.9400634765625)"
314,7709071105,302.07527790614,2,"(1298.012351989746, 1155.02028465271, 615.94970703125)"
315,7709075105,302.07527790614,2,"(1291.248893737793, 1157.8816652297974, 615.968994140625)"
316,7709079105,689.5704457978263,2,"(1300.2523040771484, 1160.0278615951538, 616.0006713867188)"
317,7709083105,309.15141761550217,2,"(1296.8714904785156, 1157.3455810546875, 616.0001220703125)"
318,7709087105,293.8513590477131,2,"(1301.0588836669922, 1155.5482864379883, 616.0091552734375)"
319,7709091105,789.243837752481,2,"(1301.4793395996094, 1153.0513286590576, 616.0318603515625)"
320,7709095105,116.36486565584845,2,"(1295.8513641357422, 1154.6451330184937, 616.0516357421875)"
321,7709099105,947.4592500689065,2,"(1299.8309326171875, 1158.1553220748901, 616.0720825195312)"
322,7709103105,91.12641135027192,2,"(1303.4644317626953, 1160.5006456375122, 616.08349609375)"
323,7709107105,460.08264113775823,2,"(1297.3772048950195, 1156.244945526123, 616.0933837890625)"
324,7709111105,107.02548288747413,2,"(1300.93505859375, 1152.0613431930542, 616.09326171875)"
325,7709115105,531.7647431158517,2,"(1297.8093338012695, 1152.6135206222534, 616.0723876953125)"
326,7709119105,506.7575420207276,2,"(1294.6974563598633, 1150.8968353271484, 616.0526733398438)"
327,7709123105,136.98180666022998,2,"(1303.9695739746094, 1155.889105796814, 616.083740234375)"
328,7709127105,1319.2086018112404,2,"(1293.2676315307617, 1157.0687055587769, 616.1165771484375)"
329,7709131105,1393.5369411785125,2,"(1294.2654418945312, 1156.303596496582, 616.05419921875)"
330,7709135105,487.4825570868844,2,"(1300.323371887207, 1172.5654363632202, 616.0858154296875)"
331,7709139105,410.0860846884504,2,"(1292.9532623291016, 1157.2151899337769, 616.1199951171875)"
332,7709143105,774.0210142220096,2,"(1295.8098220825195, 1154.8869609832764, 616.1410522460938)"
333,7709147105,669.2795080652686,2,"(1295.4010391235352, 1158.9489698410034, 616.11083984375)"
334,7709151105,639.4064001384263,2,"(1308.8871002197266, 1154.3862104415894, 616.102294921875)"
335,7709155105,792.6326259843719,2,"(1294.1286849975586, 1154.026436805725, 616.1343994140625)"
336,7709159105,776.7363080930264,2,"(1296.1885070800781, 1155.3882837295532, 616.1563720703125)"
337,7709163105,661.7037936944824,2,"(1296.9455337524414, 1153.8956880569458, 616.125732421875)"
338,7709167105,476.19742623101945,2,"(1295.0040435791016, 1155.86678981781, 616.1685791015625)"
339,7709171105,122.89317257246944,2,"(1299.089126586914, 1152.3065328598022, 616.1697998046875)"
340,7709175105,99.08778670650021,2,"(1291.5975952148438, 1149.7059345245361, 616.09814453125)"
341,7709179104,145.48740564528944,2,"(1298.0560684204102, 1153.0109882354736, 616.140625)"
342,7709183104,285.39614664890206,2,"(1297.5541305541992, 1164.6122217178345, 616.1311645507812)"
343,7709187104,359.65757037055835,2,"(1296.4212799072266, 1154.309606552124, 616.1107177734375)"
344,7709191104,284.68409007924106,2,"(1295.2322387695312, 1154.7512769699097, 616.1537475585938)"
345,7709195104,178.3843412094043,2,"(1304.5469284057617, 1162.9311561584473, 616.1541137695312)"
346,7709199104,122.03752096524033,2,"(1302.688980102539, 1151.6710996627808, 616.0919189453125)"
347,7709203104,324.897794539703,2,"(1300.6376266479492, 1163.254165649414, 616.134521484375)"
348,7709207104,317.66052794630804,2,"(1294.4573593139648, 1158.225131034851, 616.0938720703125)"
349,7709211104,246.94826632478544,2,"(1306.303482055664, 1162.4766826629639, 616.1163940429688)"
350,7709215104,166.79568426286852,2,"(1302.1961975097656, 1153.684115409851, 616.1486206054688)"
351,7709219104,288.5377063130893,2,"(1306.6470336914062, 1162.6901149749756, 616.160400390625)"
352,7709223104,390.8246159362577,2,"(1300.2520751953125, 1153.1574010849, 616.1611938476562)"
353,7709227104,103.04513194754114,2,"(1306.3635635375977, 1155.003547668457, 616.2031860351562)"
354,7709231104,103.04513372469282,2,"(1297.514533996582, 1158.2435846328735, 616.18359375)"
355,7709235104,398.8913892482039,2,"(1295.20751953125, 1157.0649862289429, 616.1740112304688)"
356,7709239104,717.7703735347962,2,"(1299.9618530273438, 1154.5114517211914, 616.217041015625)"
357,7709243104,643.4069061871862,2,"(1297.3187255859375, 1154.5897722244263, 616.1234130859375)"
358,7709247104,293.45427270680096,2,"(1306.8883895874023, 1160.736322402954, 616.1038818359375)"
359,7709251104,608.8781415858997,2,"(1300.0614166259766, 1152.460241317749, 616.1561889648438)"
360,7709255104,199.51960222519116,2,"(1306.424560546875, 1158.374047279358, 616.0845947265625)"
361,7709259104,199.51960222519116,2,"(1307.8574752807617, 1155.0699949264526, 616.0853881835938)"
362,7709263104,207.84693854124973,2,"(1296.4097213745117, 1150.7044315338135, 616.0543823242188)"
363,7709267104,207.84693854124973,2,"(1302.6226043701172, 1158.6548566818237, 616.0760498046875)"
364,7709271104,120.26124421652301,2,"(1303.9700317382812, 1159.6612930297852, 616.076904296875)"
365,7709275104,120.26124421652301,2,"(1302.8857040405273, 1154.9927473068237, 616.0359497070312)"
366,7709279104,120.26124421652301,2,"(1303.319206237793, 1165.4788970947266, 616.0359497070312)"
367,7709283104,483.4751306655609,2,"(1297.3548889160156, 1159.6527814865112, 616.0267333984375)"
368,7709287104,132.2265587608708,2,"(1307.054786682129, 1159.2759132385254, 616.0478515625)"
369,7709291104,134.64609795515807,2,"(1302.2666931152344, 1156.945538520813, 616.0382080078125)"
370,7709295104,134.64609795515807,2,"(1307.8879165649414, 1158.8581323623657, 616.03955078125)"
371,7709299104,169.60305513866842,2,"(1304.3561553955078, 1164.2057418823242, 616.039794921875)"
372,7709303104,314.212626506467,2,"(1298.931655883789, 1164.0473127365112, 616.0299072265625)"
373,7709307104,356.12470813882527,2,"(1304.623146057129, 1157.6977729797363, 616.0202026367188)"
374,7709311103,169.10216690926345,2,"(1302.198600769043, 1159.397578239441, 615.9793090820312)"
375,7709315103,1573.3496976568786,2,"(1305.087547302246, 1153.7224531173706, 616.0001220703125)"
376,7709319103,1421.363670547289,2,"(1294.4193649291992, 1160.1195573806763, 616.032470703125)"
377,7709323103,386.6693720771782,2,"(1310.0413513183594, 1152.8236627578735, 616.0230102539062)"
378,7709327103,894.9743281343657,2,"(1303.1704330444336, 1157.550573348999, 616.0340576171875)"
379,7709331103,894.9743281343657,2,"(1308.6474609375, 1161.3476514816284, 615.9916381835938)"
380,7709335103,1803.3856808598773,2,"(1308.6353302001953, 1152.2978067398071, 616.013916015625)"
381,7709339103,194.99528217034512,2,"(1304.8919677734375, 1153.2309293746948, 616.0234985351562)"
382,7709343103,183.08373268759476,2,"(1299.1107559204102, 1155.611228942871, 615.9927978515625)"
383,7709347103,307.775581245979,2,"(1301.7585754394531, 1158.935523033142, 616.0250244140625)"
384,7709351103,356.1500532076442,2,"(1301.9672012329102, 1161.10417842865, 616.0260009765625)"
385,7709355103,42.6321057916341,2,"(1300.1906204223633, 1164.7632837295532, 616.0477294921875)"
386,7709359103,381.70198636497184,2,"(1303.8709259033203, 1155.9842348098755, 616.0782470703125)"
387,7709363103,158.65862879192903,2,"(1297.0122528076172, 1160.8845233917236, 616.0899658203125)"
388,7709367103,117.51941388953739,2,"(1303.1879425048828, 1160.1973056793213, 616.0908813476562)"
389,7709371103,39.76019918261708,2,"(1308.3161544799805, 1168.1941509246826, 616.1016845703125)"
390,7709375103,39.76019918261708,2,"(1302.2623443603516, 1153.7583589553833, 616.1025390625)"
391,7709379103,410.99494245896864,2,"(1306.585922241211, 1152.2523164749146, 616.1119384765625)"
392,7709383103,395.7315246773693,2,"(1300.121955871582, 1151.6914129257202, 616.123046875)"
393,7709387103,161.49533213730325,2,"(1304.5038986206055, 1161.325478553772, 616.1242065429688)"
394,7709391103,258.75014690323786,2,"(1301.8376541137695, 1156.4340591430664, 616.103271484375)"
395,7709395103,433.8019946587424,2,"(1304.8988342285156, 1159.1222047805786, 616.10302734375)"
396,7709399103,268.71623574526586,2,"(1298.433609008789, 1157.4555158615112, 616.0814819335938)"
397,7709403103,72.41532446740078,2,"(1295.7408142089844, 1159.1629028320312, 616.1351318359375)"
398,7709407103,188.97097828450816,2,"(1309.9937438964844, 1163.1661891937256, 616.1357421875)"
399,7709411103,437.78049956178353,2,"(1298.5097122192383, 1165.4178857803345, 616.15576171875)"
400,7709415103,205.4893681360758,2,"(1308.9101028442383, 1157.293725013733, 616.1255493164062)"
401,7709419103,33.474300515136356,2,"(1313.6995697021484, 1161.2715482711792, 616.136474609375)"
402,7709423103,1241.6121254172576,2,"(1308.2073211669922, 1156.5304040908813, 616.1769409179688)"
403,7709427103,943.6066440067489,2,"(1305.2389526367188, 1159.1759204864502, 616.1353759765625)"
404,7709431103,722.0045791252293,2,"(1305.3234100341797, 1152.40638256073, 616.1150512695312)"
405,7709435103,947.0605056621678,2,"(1304.8766326904297, 1164.7056341171265, 616.1565551757812)"
406,7709439103,1275.4316813769537,2,"(1306.3268280029297, 1159.876799583435, 616.15673828125)"
407,7709443103,1019.3857912039614,2,"(1308.0607223510742, 1158.5704565048218, 616.1243286132812)"
408,7709447103,1019.3857912039614,2,"(1300.4896545410156, 1159.0696334838867, 616.16650390625)"
409,7709451103,1107.6592564848693,2,"(1304.7821044921875, 1158.127784729004, 616.1666259765625)"
410,7709455103,1107.6592564848693,2,"(1297.0739364624023, 1148.229718208313, 616.1559448242188)"
411,7709459103,854.5257456335488,2,"(1303.0350494384766, 1155.832314491272, 616.1663818359375)"
412,7709463103,854.5257456335488,2,"(1303.480224609375, 1160.8451843261719, 616.1659545898438)"
413,7709467094,885.1276113053042,2,"(1305.0450897216797, 1152.5194644927979, 616.2181396484375)"
414,7709471103,885.1276113053042,2,"(1299.1165924072266, 1160.8312368392944, 616.1765747070312)"
415,7709475094,596.4856294748888,2,"(1303.846435546875, 1150.8273124694824, 616.1974487304688)"
416,7709479103,596.4856294748888,2,"(1299.4950485229492, 1154.7508478164673, 616.1558837890625)"
417,7709483103,569.9313561937113,2,"(1299.382438659668, 1157.857632637024, 616.1873168945312)"
418,7709487103,569.9315065077415,2,"(1309.8363876342773, 1154.7961950302124, 616.1558837890625)"
419,7709491103,378.0452992824207,2,"(1298.9963150024414, 1161.9101285934448, 616.1881713867188)"
420,7709495103,378.0452992824207,2,"(1304.633560180664, 1158.6734533309937, 616.199462890625)"
421,7709499103,48.422076321263944,2,"(1305.0789642333984, 1161.6795301437378, 616.2305297851562)"
422,7709503103,48.422076321263944,2,"(1299.1393661499023, 1159.1789245605469, 616.1983642578125)"
423,7709507103,336.44842116747947,2,"(1307.2143173217773, 1160.7866764068604, 616.178955078125)"
424,7709511103,76.80154356025173,2,"(1303.1050872802734, 1156.4419269561768, 616.168701171875)"
425,7709515103,76.80154356025173,2,"(1308.8497924804688, 1158.0750703811646, 616.1590576171875)"
426,7709519103,11.639601245633944,2,"(1306.7080307006836, 1161.1547470092773, 616.1806640625)"
427,7709523103,11.639601245633944,2,"(1303.4527587890625, 1160.528826713562, 616.1597900390625)"
428,7709527103,11.639601245633944,2,"(1312.1936416625977, 1157.5945615768433, 616.163330078125)"
429,7709531103,11.639601245633944,2,"(1330.1196670532227, 1169.221830368042, 616.1908569335938)"
430,7709535103,11.639601245633944,2,"(1345.7352447509766, 1176.1847019195557, 616.0953979492188)"
431,7709539103,11.639601245633944,2,"(1379.7750091552734, 1169.869065284729, 616.1866455078125)"
432,7709543103,11.639601245633944,2,"(1395.4072952270508, 1175.890874862671, 616.2471313476562)"
433,7709547103,11.639601245633944,2,"(1408.4753036499023, 1169.394564628601, 616.25439453125)"
434,7709551103,11.639601245633944,2,"(1422.5089645385742, 1180.3205251693726, 616.210205078125)"
435,7709555103,11.639601245633944,2,"(1430.581398010254, 1166.23113155365, 616.302001953125)"
436,7709559103,11.639601245633944,2,"(1453.0648040771484, 1187.1374130249023, 616.3078002929688)"
437,7709563103,11.639601245633944,2,"(1474.1617584228516, 1193.941354751587, 616.3976440429688)"
438,7709567103,11.639601245633944,2,"(1484.0135192871094, 1199.0618705749512, 616.3690185546875)"
439,7709571103,11.639601245633944,2,"(1475.5543350940886, 1185.2199639580076, 616.3801297309191)"
440,7709575101,11.639601245633944,2,"(1467.099380493164, 1171.3849782943726, 616.3912353515625)"
441,7709579101,11.639601245633944,2,"(1435.1902770996094, 1171.4675903320312, 616.3800659179688)"
